hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 126.267, -30.2317, 126.267, -150.232, 126.267, 89.7683, 1.99859, -30.2347, 1.99859, -150.235, 1.99859, 89.7653
2, 0.00000, 126.366, -30.1936, 126.366, -150.194, 126.366, 89.8064, 0.994255, -30.195, 0.994255, -150.195, 0.994255, 89.805
3, 0.00000, 126.432, -30.1776, 126.432, -150.178, 126.432, 89.8224, 0.687998, -30.1777, 0.687998, -150.178, 0.687998, 89.8223
4, 0.00000, 126.704, -30.1024, 126.704, -150.102, 126.704, 89.8976, 0.754534, -30.1015, 0.754534, -150.101, 0.754534, 89.8985
5, 0.00000, 126.638, -30.1196, 126.638, -150.12, 126.638, 89.8804, 0.843171, -30.1211, 0.843171, -150.121, 0.843171, 89.8789
6, 0.00000, 126.629, -30.1218, 126.629, -150.122, 126.629, 89.8782, 1.16794, -30.1241, 1.16794, -150.124, 1.16794, 89.8759
7, 0.00000, 126.424, -30.1743, 126.424, -150.174, 126.424, 89.8257, 1.03886, -30.1765, 1.03886, -150.176, 1.03886, 89.8235
8, 0.00000, 125.165, -30.5199, 125.165, -150.52, 125.165, 89.4801, 4.76484, -30.534, 4.76484, -150.534, 4.76484, 89.466
9, 0.00000, 125.893, -30.3269, 125.893, -150.327, 125.893, 89.6731, 2.21408, -30.3323, 2.21408, -150.332, 2.21408, 89.6677
10, 0.00000, 125.926, -30.308, 125.926, -150.308, 125.926, 89.692, 4.28525, -30.3214, 4.28525, -150.321, 4.28525, 89.6786
11, 0.00000, 126.246, -30.2564, 126.246, -150.256, 126.246, 89.7436, 1.2045, -30.2585, 1.2045, -150.258, 1.2045, 89.7415
12, 0.00000, 125.478, -30.4238, 125.478, -150.424, 125.478, 89.5762, 6.61742, -30.4339, 6.61742, -150.434, 6.61742, 89.5661
13, 0.00000, 125.258, -30.4659, 125.258, -150.466, 125.258, 89.5341, 6.84522, -30.476, 6.84522, -150.476, 6.84522, 89.524
14, 0.00000, 126.249, -30.2355, 126.249, -150.235, 126.249, 89.7645, 2.11618, -30.2404, 2.11618, -150.24, 2.11618, 89.7596
15, 0.00000, 126.346, -30.1949, 126.346, -150.195, 126.346, 89.8051, 1.33088, -30.1973, 1.33088, -150.197, 1.33088, 89.8027
16, 0.00000, 125.82, -30.3354, 125.82, -150.335, 125.82, 89.6646, 4.96499, -30.3527, 4.96499, -150.353, 4.96499, 89.6473
17, 0.00000, 125.281, -30.4886, 125.281, -150.489, 125.281, 89.5114, 5.09626, -30.5012, 5.09626, -150.501, 5.09626, 89.4987
18, 0.00000, 123.049, -31.0461, 123.049, -151.046, 123.049, 88.9539, 16.8356, -31.0819, 16.8356, -151.082, 16.8356, 88.9181
19, 0.00000, 123.726, -30.8551, 123.726, -150.855, 123.726, 89.1449, 14.5632, -30.8866, 14.5632, -150.887, 14.5632, 89.1134
20, 0.00000, 125.139, -30.5456, 125.139, -150.546, 125.139, 89.4544, 6.05582, -30.5596, 6.05582, -150.56, 6.05582, 89.4404
21, 0.00000, 124.129, -30.7864, 124.129, -150.786, 124.129, 89.2136, 11.1207, -30.8173, 11.1207, -150.817, 11.1207, 89.1827
22, 0.00000, 123.898, -30.8385, 123.898, -150.838, 123.898, 89.1615, 10.9539, -30.8639, 10.9539, -150.864, 10.9539, 89.1361
23, 0.00000, 123.522, -30.9421, 123.522, -150.942, 123.522, 89.0579, 11.2658, -30.97, 11.2658, -150.97, 11.2658, 89.03
24, 0.00000, 124.52, -30.6541, 124.52, -150.654, 124.52, 89.3459, 10.6863, -30.6725, 10.6863, -150.673, 10.6863, 89.3275
